Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,,,,,,,,,
218,I2,14/12/03,Albinoleffe,Messina,0,0,D,0,0,D,2.6,2.5,2.9,2.6,2.5,2.9,2.6,2.4,2.7,2.7,2.5,2.75,2.5,2.5,3.1,2.4,2.45,3.25,1.95,1.66,1.8,1.9,0,,,,,,,,,
219,I2,14/12/03,Bari,Como,1,0,H,1,0,H,1.8,2.7,5,1.75,2.75,5.2,1.8,2.6,4.1,1.8,2.625,5,1.8,2.75,4.8,1.85,2.6,4.75,1.95,1.66,1.75,1.95,-0.5,,,,,,,,,
220,I2,14/12/03,Catania,Napoli,1,0,H,0,0,D,2.3,2.5,3.5,2.3,2.4,3.6,2.4,2.3,3,2.4,2.5,3.2,2.3,2.5,3.4,2.3,2.4,3.5,2.1,1.56,1.75,1.95,0,,,,,,,,,
221,I2,14/12/03,Fiorentina,Venezia,1,1,D,0,1,A,2.1,2.5,4,2,2.45,4.5,2,2.4,3.8,2,2.6,4,2,2.6,4.2,1.9,2.6,4.5,2.1,1.56,2,1.7,-0.5,,,,,,,,,
222,I2,14/12/03,Genoa,Avellino,1,1,D,1,1,D,1.571,3.25,5.5,1.55,3.15,6,1.5,3.1,5.2,1.5,3.4,6,1.53,3.25,6,1.55,3,6.5,1.74,1.85,1.85,1.85,-0.75,,,,,,,,,
223,I2,14/12/03,Livorno,Atalanta,0,0,D,0,0,D,2.6,2.4,3.1,2.65,2.4,3,2.6,2.3,2.8,2.6,2.4,3,2.62,2.4,3.1,2.65,2.3,3.1,2.2,1.51,1.85,1.85,0,,,,,,,,,
224,I2,14/12/03,Piacenza,Torino,2,0,H,0,0,D,2.25,2.375,3.8,2.35,2.4,3.5,2.4,2.4,2.9,2.3,2.4,3.5,2.3,2.5,3.4,2.2,2.4,3.75,2.1,1.56,1.75,1.95,0,,,,,,,,,
225,I2,14/12/03,Salernitana,Ternana,2,1,H,2,1,H,2.625,2.5,2.9,2.6,2.4,3.1,2.5,2.4,2.8,2.6,2.4,3,2.6,2.5,2.9,2.5,2.35,3.25,2.1,1.56,1.85,1.85,0,,,,,,,,,
226,I2,14/12/03,Treviso,Pescara,3,0,H,0,0,D,2,2.5,4.5,1.95,2.5,4.65,2,2.5,3.6,2.1,2.5,4,2,2.5,4.5,2,2.4,4.5,2,1.61,1.95,1.75,-0.5,,,,,,,,,
227,I2,14/12/03,Triestina,Cagliari,1,2,A,0,1,A,2.375,2.5,3.25,2.35,2.5,3.3,2.4,2.4,2.9,2.3,2.5,3.3,2.37,2.5,3.25,2.4,2.4,3.3,1.85,1.74,1.75,1.95,0,,,,,,,,,
228,I2,14/12/03,Verona,Ascoli,0,1,A,0,1,A,2.25,2.5,3.6,2.2,2.35,4.1,2.1,2.4,3.5,2.2,2.5,3.6,2.2,2.5,3.75,2.1,2.4,4.2,1.95,1.66,1.92,1.79,-0.25,,,,,,,,,
229,I2,14/12/03,Vicenza,Palermo,0,0,D,0,0,D,3.25,2.5,2.375,3.15,2.5,2.45,2.9,2.4,2.4,3.2,2.4,2.5,3.1,2.5,2.5,3.1,2.4,2.5,2.05,1.56,1.9,1.8,0,,,,,,,,,
230,I2,21/12/03,Ascoli,Triestina,1,3,A,0,2,A,1.8,2.7,5,1.7,2.8,5.5,1.75,2.6,4.4,1.8,2.7,5,1.8,2.7,5,1.75,2.6,5.25,1.9,1.7,1.8,1.91,-0.5,,,,,,,,,
231,I2,21/12/03,Atalanta,Ternana,1,1,D,0,0,D,1.727,2.75,5.5,1.6,2.85,6.5,1.7,2.6,4.7,1.7,2.7,6,1.7,2.8,5.5,1.75,2.6,5.25,1.95,1.66,1.95,1.77,-0.75,,,,,,,,,
232,I2,21/12/03,Cagliari,Genoa,2,0,H,1,0,H,1.727,2.75,5.5,1.65,2.8,6,1.65,2.8,4.6,1.667,2.8,6,1.7,2.8,5.5,1.7,2.65,5.5,1.9,1.7,1.93,1.78,-0.75,,,,,,,,,
233,I2,21/12/03,Catania,Bari,1,0,H,1,0,H,1.8,2.7,5,1.7,2.8,5.5,1.8,2.6,4.1,1.8,2.75,4.5,1.8,2.7,5,1.7,2.65,5.5,2,1.61,1.75,1.97,-0.5,,,,,,,,,
234,I2,21/12/03,Como,Albinoleffe,1,1,D,0,0,D,2.1,2.625,3.75,2,2.65,4,2.1,2.6,3.2,2.1,2.6,3.75,2.1,2.62,3.75,2.05,2.5,3.85,2,1.61,1.9,1.8,-0.25,,,,,,,,,
235,I2,21/12/03,Napoli,Fiorentina,2,2,D,0,0,D,1.833,2.625,5,1.75,2.67,5.5,1.8,2.5,4.3,1.9,2.6,4.5,1.8,2.7,5,1.9,2.6,4.25,2.2,1.51,1.75,1.97,-0.5,,,,,,,,,
236,I2,21/12/03,Palermo,Messina,0,0,D,0,0,D,1.727,2.75,5.5,1.65,2.8,6,1.7,2.6,4.7,1.7,2.7,6,1.7,2.8,5.5,1.75,2.6,5.25,1.95,1.66,1.93,1.78,-0.75,,,,,,,,,
237,I2,21/12/03,Pescara,Avellino,1,0,H,1,0,H,1.615,3.1,5.5,1.55,3.15,6,1.55,2.9,5.2,1.7,2.8,5.5,1.57,3.1,6,1.6,2.9,5.7,1.9,1.7,1.95,1.77,-1,,,,,,,,,
238,I2,21/12/03,Piacenza,Verona,3,1,H,1,0,H,1.533,3.1,6.5,1.45,3.4,7,1.5,2.9,5.7,1.444,3.4,7,1.53,3.1,6.5,1.5,3,6.75,2.2,1.51,1.85,1.86,-1,,,,,,,,,
239,I2,21/12/03,Torino,Livorno,1,1,D,0,1,A,1.909,2.625,4.5,1.8,2.65,5.2,1.85,2.5,4.1,1.9,2.6,4.5,1.8,2.7,5,1.85,2.55,4.7,2.1,1.56,1.8,1.91,-0.5,,,,,,,,,
240,I2,21/12/03,Venezia,Salernitana,0,1,A,0,0,D,1.909,2.625,4.5,1.8,2.65,5.2,1.85,2.5,4.1,1.9,2.6,4.5,1.85,2.7,4.75,1.9,2.5,4.5,2.1,1.56,1.8,1.91,-0.5,,,,,,,,,
241,I2,21/12/03,Vicenza,Treviso,1,1,D,0,1,A,2.1,2.5,4,2,2.55,4.25,2.1,2.5,3.3,2,2.6,4,2.1,2.6,3.75,2.15,2.5,3.55,2.3,1.46,1.79,1.92,-0.25,,,,,,,,,
242,I2,06/01/04,Albinoleffe,Pescara,1,0,H,0,0,D,2.2,2.5,3.75,2.15,2.5,3.8,2.3,2.3,3.2,2.1,2.5,4,2.2,2.5,3.75,2.25,2.4,3.5,1.9,1.7,1.9,1.8,-0.25,,,,,,,,,
243,I2,06/01/04,Avellino,Atalanta,1,1,D,1,1,D,5,2.62,1.83,4.25,2.85,1.85,4.2,2.6,1.8,4.33,2.88,1.8,4.33,2.87,1.83,4.5,2.7,1.8,1.85,1.74,1.86,1.85,0.5,,,,,,,,,
244,I2,06/01/04,Bari,Napoli,0,0,D,0,0,D,2.5,2.5,3,2.5,2.4,3.2,2.5,2.3,3,2.4,2.4,3.3,2.5,2.4,3.2,2.4,2.3,3.4,2.2,1.51,1.77,1.95,0,,,,,,,,,
245,I2,06/01/04,Fiorentina,Catania,3,2,H,3,0,H,2,2.5,4.33,2.05,2.55,3.9,2,2.4,3.8,2,2.6,4,2,2.6,4.2,2.05,2.5,3.85,2,1.61,1.9,1.81,-0.5,,,,,,,,,
246,I2,06/01/04,Genoa,Como,0,1,A,0,0,D,1.66,2.87,5.5,1.65,2.9,5.6,1.75,2.6,4.6,1.62,3,5.5,1.66,2.87,5.5,1.75,2.65,5,2,1.61,1.93,1.78,-0.75,,,,,,,,,
247,I2,06/01/04,Livorno,Piacenza,2,0,H,0,0,D,2.2,2.5,3.75,2.2,2.45,3.75,2.3,2.3,3.2,2.25,2.4,3.6,2.25,2.5,3.6,2.2,2.4,3.6,2.2,1.51,1.92,1.79,-0.25,,,,,,,,,
248,I2,06/01/04,Messina,Ascoli,2,1,H,0,0,D,1.72,2.75,5.5,1.7,2.75,5.75,1.8,2.5,4.5,1.67,2.7,6,1.72,2.75,5.5,1.8,2.55,5,1.9,1.7,1.95,1.77,-0.75,,,,,,,,,
249,I2,06/01/04,Salernitana,Cagliari,3,2,H,1,2,A,2.5,2.5,3,2.5,2.4,3.2,2.4,2.3,3.1,2.5,2.4,3.2,2.5,2.5,3.1,2.45,2.35,3.2,2,1.61,1.77,1.95,0,,,,,,,,,
250,I2,06/01/04,Ternana,Vicenza,1,0,H,1,0,H,1.66,2.87,5.5,1.7,2.75,5.75,1.7,2.6,5,1.62,2.88,6,1.66,2.75,6,1.65,2.65,6,2,1.61,1.95,1.77,-0.75,,,,,,,,,
251,I2,06/01/04,Treviso,Torino,0,0,D,0,0,D,2.37,2.5,3.25,2.4,2.5,3.2,2.4,2.3,3.1,2.25,2.5,3.4,2.4,2.5,3.25,2.4,2.35,3.25,2,1.61,1.77,1.95,0,,,,,,,,,
252,I2,06/01/04,Triestina,Palermo,1,0,H,0,0,D,3,2.5,2.5,3.1,2.45,2.5,3,2.3,2.5,3,2.5,2.5,3.1,2.5,2.5,2.85,2.4,2.65,1.9,1.7,1.9,1.81,0,,,,,,,,,
253,I2,06/01/04,Verona,Venezia,1,0,H,0,0,D,2.3,2.5,3.5,2.25,2.5,3.5,2.3,2.3,3.2,2.2,2.5,3.6,2.3,2.5,3.5,2.3,2.4,3.4,2,1.61,2.05,1.7,-0.25,,,,,,,,,
254,I2,11/01/04,Ascoli,Albinoleffe,2,1,H,1,1,D,1.83,2.75,4.5,1.8,2.65,5.1,1.75,2.7,4.2,1.8,2.8,4.5,1.75,2.75,5.2,1.8,2.65,4.65,1.95,1.66,1.8,1.91,-0.5,,,,,,,,,
255,I2,11/01/04,Atalanta,Treviso,2,2,D,1,1,D,1.44,3.25,8,1.5,3.1,7.2,1.5,3,5.5,1.5,3,7.5,1.5,3.2,7,1.55,2.9,6.4,1.95,1.66,1.85,1.86,-1,,,,,,,,,
256,I2,11/01/04,Cagliari,Avellino,3,1,H,1,0,H,1.44,3.25,8,1.4,3.45,8,1.45,3.1,6,1.44,3.3,7.5,1.44,3.5,7,1.45,3.3,6.5,1.7,1.9,1.85,1.86,-1.25,,,,,,,,,
257,I2,11/01/04,Catania,Triestina,0,1,A,0,0,D,1.83,2.62,5,1.85,2.6,5,1.85,2.5,4.2,1.83,2.75,4.5,1.85,2.7,4.75,1.85,2.6,4.5,1.9,1.7,1.85,1.86,-0.5,,,,,,,,,
258,I2,11/01/04,Como,Messina,1,1,D,1,0,H,2.5,2.62,2.87,2.7,2.55,2.75,2.65,2.4,2.65,2.7,2.6,2.6,2.7,2.5,2.8,2.65,2.5,2.7,2,1.61,1.86,1.85,0,,,,,,,,,
259,I2,11/01/04,Napoli,Genoa,0,0,D,0,0,D,1.72,2.75,5.5,1.7,2.75,5.65,1.7,2.6,4.6,1.73,2.8,5,1.73,2.75,5.5,1.8,2.45,5.5,2,1.61,1.7,2.05,-0.5,,,,,,,,,
260,I2,11/01/04,Palermo,Livorno,4,1,H,1,0,H,1.8,2.7,5,1.72,2.7,5.7,1.75,2.6,4.4,1.73,2.7,5.5,1.75,2.75,5.2,1.8,2.6,4.8,2,1.61,1.72,2,-0.5,,,,,,,,,
261,I2,11/01/04,Pescara,Verona,2,1,H,1,1,D,1.9,2.62,4.5,1.93,2.55,4.6,1.9,2.5,3.9,1.9,2.62,4.33,1.91,2.62,4.5,1.85,2.5,4.8,2.2,1.51,2.2,1.6,-0.25,,,,,,,,,
262,I2,11/01/04,Piacenza,Bari,1,0,H,0,0,D,1.5,3,8,1.5,3,7,1.5,3,5.5,1.53,3,7,1.53,3.1,6.5,1.5,3.1,6.3,2.2,1.51,1.85,1.86,-1,,,,,,,,,
263,I2,11/01/04,Torino,Fiorentina,1,1,D,1,0,H,2,2.62,4,2.05,2.55,4,2.1,2.5,3.3,2.1,2.6,3.6,2,2.6,4.2,1.9,2.6,4.2,2.1,1.56,1.79,1.92,-0.25,,,,,,,,,
264,I2,11/01/04,Venezia,Ternana,0,1,A,0,1,A,2.62,2.62,2.75,2.6,2.5,2.9,2.6,2.4,2.7,2.6,2.5,2.88,2.62,2.5,2.88,2.55,2.5,2.8,2,1.61,1.81,1.9,0,,,,,,,,,
265,I2,11/01/04,Vicenza,Salernitana,3,1,H,1,1,D,2.3,2.5,3.4,2.25,2.5,3.5,2.2,2.5,3.1,2.3,2.6,3.2,2.25,2.5,3.6,2.3,2.55,3.1,2.1,1.56,1.62,2.15,0,,,,,,,,,
266,I2,16/01/04,Fiorentina,Cagliari,2,1,H,1,0,H,2,2.5,4.5,2,2.55,4.25,2,2.4,3.8,,,,2.1,2.6,3.75,2.1,2.5,3.8,1.95,1.66,2,1.73,-0.5,,,,,,,,,
267,I2,18/01/04,Albinoleffe,Napoli,1,0,H,0,0,D,2.62,2.37,2.87,2.65,2.4,3,2.6,2.2,3,2.38,2.4,3.4,2.62,2.38,3.1,2.6,2.35,3.1,2.3,1.46,2.35,1.53,-0.25,,,,,,,,,
268,I2,18/01/04,Bari,Palermo,2,1,H,2,1,H,3,2.5,2.5,3.05,2.45,2.55,3,2.3,2.5,3.2,2.5,2.38,3.1,2.4,2.6,2.85,2.4,2.7,2.2,1.51,1.85,1.85,0,,,,,,,,,
269,I2,18/01/04,Genoa,Piacenza,1,1,D,0,1,A,2.4,2.5,3.2,2.5,2.4,3.2,2.4,2.3,3.1,2.38,2.5,3.2,2.5,2.4,3.25,2.2,2.4,3.75,2.6,1.36,2.2,1.61,-0.25,,,,,,,,,
270,I2,18/01/04,Livorno,Vicenza,1,2,A,0,1,A,1.72,2.75,5.5,1.75,2.6,5.8,1.85,2.5,4.3,1.73,2.7,5.5,1.75,2.62,5.75,1.7,2.75,5.5,2.2,1.51,1.75,1.97,-0.5,,,,,,,,,
271,I2,18/01/04,Messina,Torino,1,1,D,1,0,H,2.1,2.5,4,2.15,2.45,3.9,2.1,2.4,3.6,2,2.6,4,2.2,2.5,3.75,2.15,2.4,4,1.9,1.7,1.9,1.8,-0.25,,,,,,,,,
272,I2,18/01/04,Salernitana,Atalanta,1,3,A,1,2,A,2.75,2.5,2.75,2.7,2.35,3,2.7,2.3,2.8,2.8,2.4,2.8,2.7,2.38,3,2.8,2.4,2.8,2.2,1.51,1.85,1.85,0,,,,,,,,,
273,I2,18/01/04,Ternana,Pescara,3,0,H,1,0,H,1.66,2.87,5.5,1.6,2.85,6.5,1.6,2.7,6,1.5,3.2,6.5,1.62,2.88,6.5,1.6,2.7,7,1.9,1.7,1.87,1.84,-0.75,,,,,,,,,
274,I2,18/01/04,Treviso,Ascoli,3,1,H,1,0,H,2,2.5,4.5,2.1,2.45,4.1,2.1,2.4,3.6,2.1,2.38,4.33,2.1,2.5,4,2.05,2.45,4.25,2,1.61,1.82,1.89,-0.25,,,,,,,,,
275,I2,18/01/04,Triestina,Venezia,1,0,H,0,0,D,1.8,2.75,5,1.75,2.6,5.8,1.85,2.4,4.6,1.67,2.62,6.5,1.8,2.62,5.25,1.85,2.55,5,2,1.61,1.75,1.97,-0.5,,,,,,,,,
276,I2,18/01/04,Verona,Como,1,0,H,0,0,D,2,2.5,4.5,2,2.5,4.4,2,2.4,3.8,2,2.6,4,2,2.6,4.2,2.1,2.45,4,2.3,1.46,2,1.73,-0.5,,,,,,,,,
277,I2,19/01/04,Avellino,Catania,0,0,D,0,0,D,2.75,2.75,2.5,2.7,2.75,2.55,2.8,2.4,2.6,2.75,2.62,2.6,2.8,2.7,2.5,2.75,2.6,2.6,1.9,1.7,1.85,1.85,0,,,,,,,,,
278,I2,23/01/04,Napoli,Verona,2,2,D,2,1,H,1.9,2.5,5,1.9,2.4,5.4,1.85,2.4,4.5,1.91,2.6,4.5,1.85,2.62,4.8,2,2.2,5.5,2.2,1.51,1.88,1.83,-0.5,,,,,,,,,
279,I2,25/01/04,Ascoli,Cagliari,1,1,D,1,1,D,2.3,2.62,3.2,2.35,2.45,3.4,2.3,2.4,3,2.25,2.5,3.5,2.3,2.5,3.4,2.35,2.5,3.25,1.85,1.74,2.05,1.7,-0.25,,,,,,,,,
280,I2,25/01/04,Atalanta,Fiorentina,1,1,D,0,1,A,1.9,2.5,5,2,2.45,4.6,1.9,2.5,3.9,2,2.5,4.33,1.91,2.62,4.5,1.85,2.6,4.75,2.1,1.56,1.79,1.92,-0.25,,,,,,,,,
281,I2,25/01/04,Catania,Venezia,3,0,H,0,0,D,1.8,2.6,5.5,1.8,2.6,5.4,1.75,2.6,4.5,1.83,2.6,5,1.8,2.7,5,1.75,2.65,5.5,2,1.61,1.8,1.91,-0.5,,,,,,,,,
282,I2,25/01/04,Livorno,Albinoleffe,3,0,H,1,0,H,1.72,2.75,5.5,1.7,2.7,6,1.65,2.7,4.8,1.73,2.7,5.5,1.7,2.8,5.5,1.65,2.75,6,1.9,1.7,1.95,1.77,-0.75,,,,,,,,,
283,I2,25/01/04,Palermo,Salernitana,0,2,A,0,0,D,1.57,3.25,5.5,1.5,3.2,6.8,1.5,3,5.5,1.5,3.2,6.5,1.5,3.25,6.5,1.55,3,6.5,1.85,1.74,1.95,1.77,-1,,,,,,,,,
284,I2,25/01/04,Pescara,Como,1,1,D,1,0,H,1.8,2.6,5.5,1.8,2.6,5.3,1.75,2.6,4.5,1.75,2.62,5.5,1.8,2.7,5,1.7,2.7,5.75,2.1,1.56,1.75,1.97,-0.5,,,,,,,,,
285,I2,25/01/04,Torino,Avellino,2,2,D,1,1,D,1.36,3.75,8,1.4,3.5,8,1.35,3.2,8,1.36,3.75,7.5,1.33,4,8,1.45,3.5,6.25,1.74,1.85,1.9,1.83,-1.25,,,,,,,,,
286,I2,25/01/04,Treviso,Genoa,1,0,H,0,0,D,1.83,2.62,5,1.85,2.55,5.1,1.85,2.5,4.2,1.83,2.6,5,1.83,2.7,4.75,1.85,2.6,4.75,2,1.61,1.9,1.81,-0.5,,,,,,,,,
287,I2,25/01/04,Triestina,Messina,1,1,D,0,0,D,2.25,2.5,3.6,2.2,2.4,3.9,2.2,2.4,3.3,2.25,2.4,3.6,2.25,2.5,3.6,2.2,2.4,3.75,1.95,1.66,1.92,1.79,-0.25,,,,,,,,,
288,I2,25/01/04,Vicenza,Piacenza,0,1,A,0,1,A,2.5,2.4,3.25,2.4,2.35,3.5,2.4,2.3,3,2.38,2.4,3.4,2.4,2.4,3.4,2.4,2.3,3.5,2.2,1.51,1.77,1.95,0,,,,,,,,,
289,I2,26/01/04,Ternana,Bari,0,0,D,0,0,D,1.66,2.8,6,1.7,2.7,6,1.65,2.7,4.8,1.67,2.7,6,1.67,2.88,5.5,1.6,2.8,6.75,1.9,1.7,1.8,1.91,-0.75,,,,,,,,,
290,I2,30/01/04,Messina,Livorno,2,1,H,0,0,D,2.1,2.5,4,2,2.45,4.6,2,2.4,3.8,1.9,2.5,5,2.05,2.5,4.2,2.1,2.4,4.2,2.1,1.56,2,1.73,-0.5,,,,,,,,,
291,I2,01/02/04,Albinoleffe,Treviso,1,0,H,1,0,H,2.5,2.5,3.1,2.5,2.45,3.15,2.5,2.4,2.8,2.4,2.4,3.4,2.5,2.5,3.1,2.35,2.35,3.5,2.1,1.56,1.77,1.95,0,,,,,,,,,
292,I2,01/02/04,Avellino,Triestina,1,0,H,0,0,D,2.75,2.5,2.75,2.7,2.6,2.7,2.6,2.5,2.6,2.8,2.7,2.5,2.8,2.6,2.6,2.9,2.35,2.75,1.85,1.74,1.85,1.85,0,,,,,,,,,
293,I2,01/02/04,Bari,Vicenza,2,1,H,1,1,D,1.909,2.625,4.5,1.85,2.6,5,1.85,2.5,4.2,1.8,2.7,5,1.9,2.62,4.5,2.1,2.5,3.85,2.2,1.51,1.85,1.86,-0.5,,,,,,,,,
294,I2,01/02/04,Cagliari,Catania,2,1,H,0,0,D,1.909,2.625,4.5,1.8,2.7,5,1.8,2.6,4.2,1.75,2.7,5.5,1.85,2.75,4.5,1.8,2.5,5.5,1.8,1.8,1.8,1.91,-0.5,,,,,,,,,
295,I2,01/02/04,Como,Napoli,2,0,H,0,0,D,2.375,2.5,3.25,2.4,2.4,3.4,2.4,2.4,2.9,2.5,2.4,3.25,2.4,2.4,3.4,2.7,2.1,3.5,2.45,1.41,1.77,1.95,0,,,,,,,,,
296,I2,01/02/04,Fiorentina,Pescara,1,1,D,1,0,H,1.571,3,6.5,1.5,3.1,7.2,1.45,3.1,6,1.444,3.3,7.5,1.53,3.1,6.5,1.55,2.9,7,1.9,1.7,1.8,1.91,-1,,,,,,,,,
297,I2,01/02/04,Genoa,Ascoli,1,1,D,1,1,D,2,2.625,4,2,2.5,4.4,2,2.5,3.6,2.1,2.4,4.2,2.05,2.6,4,2.2,2.4,3.75,1.95,1.66,2,1.73,-0.5,,,,,,,,,
298,I2,01/02/04,Salernitana,Torino,2,0,H,0,0,D,2.3,2.5,3.4,2.25,2.5,3.5,2.2,2.5,3.1,2.25,2.5,3.6,2.3,2.5,3.4,2.3,2.4,3.5,2.1,1.56,1.73,2,0,,,,,,,,,
299,I2,01/02/04,Venezia,Atalanta,1,0,H,0,0,D,3.2,2.5,2.4,3.1,2.45,2.5,2.9,2.4,2.4,3.2,2.5,2.4,3.2,2.5,2.4,3.3,2.4,2.4,2.2,1.51,1.7,2.05,0.25,,,,,,,,,
300,I2,01/02/04,Verona,Ternana,3,2,H,3,0,H,2.625,2.625,2.75,2.6,2.5,2.9,2.6,2.4,2.7,2.6,2.5,2.9,2.6,2.5,2.9,2.5,2.5,3,2,1.61,1.81,1.9,0,,,,,,,,,
301,I2,02/02/04,Piacenza,Palermo,2,2,D,1,0,H,2.25,2.5,3.6,2.3,2.45,3.5,2.3,2.4,3,2.2,2.6,3.5,2.3,2.5,3.4,2.2,2.5,3.6,2.45,1.41,2.05,1.7,-0.25,,,,,,,,,
302,I2,06/02/04,Treviso,Verona,0,2,A,0,1,A,1.909,2.625,4.5,2,2.5,4.5,1.9,2.5,4,2,2.5,4.333,1.9,2.6,4.6,1.9,2.6,4.25,2.1,1.62,2,1.73,-0.5,,,,,,,,,
303,I2,08/02/04,Ascoli,Salernitana,0,0,D,0,0,D,2.25,2.625,3.5,2.3,2.5,3.5,2.3,2.5,2.9,2.3,2.6,3.2,2.25,2.6,3.4,2.2,2.45,3.5,1.95,1.66,1.86,1.85,-0.25,,,,,,,,,
304,I2,08/02/04,Atalanta,Piacenza,0,1,A,0,1,A,2,2.5,4.5,2,2.45,4.6,1.9,2.4,4.2,2.1,2.5,4,2,2.5,4.5,1.95,2.45,4.4,2.2,1.51,1.8,1.91,-0.25,,,,,,,,,
305,I2,08/02/04,Catania,Como,0,0,D,0,0,D,1.727,2.75,6,1.8,2.6,5.5,1.7,2.7,4.4,1.727,2.7,5.5,1.72,2.8,5.2,1.75,2.65,5,2,1.61,1.8,1.91,-0.5,,,,,,,,,
306,I2,08/02/04,Livorno,Genoa,1,1,D,1,1,D,1.727,2.75,6,1.8,2.6,5.5,1.7,2.7,4.4,1.8,2.5,5.5,1.7,2.8,5.5,1.7,2.65,5.5,2,1.61,1.8,1.91,-0.5,,,,,,,,,
307,I2,08/02/04,Napoli,Messina,1,0,H,0,0,D,2.5,2.5,3.2,2.5,2.4,3.2,2.5,2.4,2.8,2.6,2.5,2.9,2.5,2.5,3.1,2.5,2.4,3,2.2,1.51,1.73,2,0,,,,,,,,,
308,I2,08/02/04,Palermo,Avellino,1,1,D,1,0,H,1.333,4,8.5,1.3,4.2,8.5,1.35,3.3,7.5,1.333,4,8,1.33,4,8,1.4,3.45,7,1.7,1.9,1.77,1.95,-1.25,,,,,,,,,
309,I2,08/02/04,Pescara,Cagliari,0,1,A,0,1,A,2.4,2.5,3.25,2.35,2.45,3.4,2.3,2.4,3,2.3,2.5,3.4,2.3,2.5,3.4,2.2,2.45,3.5,1.95,1.66,1.77,1.95,0,,,,,,,,,
310,I2,08/02/04,Ternana,Albinoleffe,0,0,D,0,0,D,1.5,3.25,7,1.5,3.2,7,1.5,3,5.5,1.444,3.4,7,1.5,3.25,6.5,1.45,3.25,6.75,1.74,1.85,1.91,1.8,-1,,,,,,,,,
311,I2,08/02/04,Triestina,Fiorentina,2,1,H,1,1,D,2.4,2.5,3.25,2.4,2.45,3.4,2.4,2.4,2.9,2.25,2.6,3.3,2.37,2.5,3.25,2.35,2.45,3.2,1.95,1.66,2.05,1.7,-0.25,,,,,,,,,
312,I2,08/02/04,Vicenza,Venezia,3,1,H,2,1,H,2.2,2.5,3.75,2.15,2.5,3.85,2.1,2.4,3.5,2,2.5,4.333,2.2,2.5,3.75,2.15,2.3,4,2.2,1.51,1.82,1.89,-0.25,,,,,,,,,
313,I2,09/02/04,Torino,Bari,3,2,H,2,1,H,1.8,2.75,5,1.85,2.6,5,1.85,2.4,4.4,1.9,2.6,4.5,1.8,2.7,5,1.85,2.6,4.5,1.95,1.66,1.85,1.86,-0.5,,,,,,,,,
314,I2,13/02/04,Albinoleffe,Atalanta,0,4,A,0,2,A,3.5,2.75,2.1,4,2.7,1.95,3.5,2.5,2,4,2.8,1.9,4,2.7,2,4.25,2.8,1.8,1.95,1.66,1.92,1.79,0.25,,,,,,,,,
315,I2,15/02/04,Avellino,Livorno,1,1,D,0,1,A,2.5,2.5,3.1,2.55,2.6,2.85,2.5,2.5,2.7,2.5,2.625,2.875,2.5,2.6,2.9,2.5,2.4,3.1,1.95,1.66,1.85,1.85,0,,,,,,,,,
316,I2,15/02/04,Bari,Treviso,0,0,D,0,0,D,1.909,2.625,4.5,1.9,2.65,4.5,1.85,2.5,4.1,1.833,2.6,5,1.9,2.62,4.5,1.95,2.5,4.25,2.2,1.51,1.9,1.67,-0.5,,,,,,,,,
317,I2,15/02/04,Cagliari,Palermo,3,2,H,1,0,H,2.2,2.5,3.75,2.25,2.5,3.5,2.2,2.4,3.3,2.2,2.5,3.6,2.25,2.5,3.6,2.2,2.5,3.4,1.9,1.7,2,1.73,-0.25,,,,,,,,,
318,I2,15/02/04,Como,Ascoli,2,1,H,0,1,A,2.3,2.5,3.4,2.25,2.5,3.5,2.2,2.4,3.3,2,2.625,4,2.25,2.5,3.6,2.35,2.4,3.3,2.2,1.51,2,1.73,-0.25,,,,,,,,,
319,I2,15/02/04,Fiorentina,Vicenza,1,1,D,0,1,A,1.8,2.7,5,1.75,2.65,5.5,1.7,2.5,5.1,1.727,2.7,5.5,1.72,2.75,5.5,1.75,2.55,5.5,1.95,1.66,2,1.73,-0.75,,,,,,,,,
320,I2,15/02/04,Genoa,Torino,2,1,H,1,1,D,2.4,2.5,3.25,2.35,2.45,3.4,2.4,2.4,2.9,2.25,2.5,3.5,2.37,2.5,3.25,2.4,2.4,3.2,2.2,1.51,1.77,1.95,0,,,,,,,,,
321,I2,15/02/04,Messina,Ternana,1,1,D,1,1,D,2.25,2.5,3.5,2.25,2.45,3.6,2.2,2.4,3.3,2.2,2.5,3.6,2.25,2.5,3.6,2.15,2.5,3.55,1.9,1.7,2,1.73,-0.25,,,,,,,,,
322,I2,15/02/04,Piacenza,Napoli,2,3,A,1,1,D,1.727,2.75,5.5,1.75,2.75,5.2,1.7,2.6,4.8,1.727,2.7,5.5,1.72,2.75,5.5,1.7,2.55,6,2.45,1.41,2,1.73,-0.75,,,,,,,,,
323,I2,15/02/04,Venezia,Pescara,2,0,H,1,0,H,2.1,2.5,4,2,2.55,4.3,2,2.5,3.5,2,2.5,4.333,2,2.5,4.5,2.05,2.6,3.65,2.3,1.46,1.79,1.92,-0.25,,,,,,,,,
